变量名,specialDamage,finalDamageDeepen,damage,equipLevel,hp,rarity,desc,cardID,finalDamageSub,finalDamageAdd,equipAwake,strike,equipAdvance,level,equipStar,advance,fetters,finalDamageReduce,shieldPower,mpAttackRecover,ignoreDamageSub,elementalDamageAdd,cardShowScale,elementalDamageDeepen,controlPer,rebound,suckBlood,immuneControl,mainSkillSub,mainSkillAdd,damageSub,damageAdd,blockPower,breakBlock,block,strikeResistance,elementalDamageReduce,strikeDamage,elementalDamageSub,star,speed,specialDefence,mpBeAttackRecover,defence,helditem,cardShowPos,skillLevels,abilities,nvalue,zawake,languages,__version
9,,,,,,4,Victini,2461,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30427;level=60},{x=148;y=117},,,,<0;0;0;0;0;0;0;0>,,
10,120%,,120%,,120%,3,Blaziken,1303,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30315;level=60},,,,,<0;0;0;0;0;0;0;0>,,
11,,,,,,4,Volcanion,3651,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30436;level=60},,,,,<0;0;0;0;0;0;0;0>,,
12,120%,,120%,,120%,3,Mega Charizard X,14,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30310;level=60},,,,,<0;0;0;0;0;0;0;0>,,
13,120%,,120%,,120%,3,Mega Blastoise,24,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30316;level=60},,,,,<0;0;0;0;0;0;0;0>,,
14,,,,,,4,Kyogre,1961,,,,,,,,,,,,,,,1.59,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30404;level=60},{x=244;y=72},,,,<0;0;0;0;0;0;0;0>,,
15,120%,,120%,,120%,3,Samurott,2493,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30303;level=60},,,,,<0;0;0;0;0;0;0;0>,,
16,,,,,,4,Manaphy,2421,,,,,,,,,,,,,,,0.82,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30433;level=60},{x=110;y=115},,,,<0;0;0;0;0;0;0;0>,,
17,,,,,,4,Palkia,2361,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30411;level=60},,,,,<0;0;0;0;0;0;0;0>,,
18,120%,,120%,,120%,3,Suicune,1241,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30305;level=60},,,,,<0;0;0;0;0;0;0;0>,,
19,120%,,120%,,120%,3,Decidueye,3663,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30313;level=60},,,,,<0;0;0;0;0;0;0;0>,,
20,120%,,120%,,120%,3,Mega Venusaur,4,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30301;level=60},,,,,<0;0;0;0;0;0;0;0>,,
21,120%,,120%,,120%,3,Serperior,2473,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30306;level=60},,,,,<0;0;0;0;0;0;0;0>,,
22,,,,,,4,Shaymin,2441,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30413;level=60},,,,,<0;0;0;0;0;0;0;0>,,
23,,,,,120%,4,Celebi,1281,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30423;level=60},{x=128;y=58},,,,<0;0;0;0;0;0;0;0>,,
24,120%,,120%,,120%,3,Tsareena,3843,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30302;level=60},,,,,<0;0;0;0;0;0;0;0>,,
25,120%,,120%,,120%,3,Magnezone,333,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30314;level=60},,,,,<0;0;0;0;0;0;0;0>,,
26,,,,,,4,Zeraora,4161,,,,,,,,,,,,,,,1.08,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30426;level=60},{x=122;y=176},,,,<0;0;0;0;0;0;0;0>,,
27,120%,,120%,,120%,3,Zapdos,731,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30303;level=60},,,,,<0;0;0;0;0;0;0;0>,,
28,120%,,120%,,120%,3,Mega Lucario,2243,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30428;level=60},,,,,<0;0;0;0;0;0;0;0>,,
29,,,,,110%,4,Zekrom,3221,,,,,,,,,,,,,,,1.88,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30416;level=60},{x=61;y=21},,,,<0;0;0;0;0;0;0;0>,,
30,,,,,110%,4,Marshadow,4121,,,,,,,,,,,,,,,1.56,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30432;level=60},{x=102;y=207},,,,<0;0;0;0;0;0;0;0>,,
31,120%,,120%,,120%,3,Mega Swampert,1314,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30316;level=60},,,,,<0;0;0;0;0;0;0;0>,,
32,,,,,,4,Groudon,1971,,,,,,,,,,,,,,,1.88,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30403;level=60},{x=274;y=103},,,,<0;0;0;0;0;0;0;0>,,
33,,,,,,4,Zygarde Complete Forme,3623,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30431;level=60},,,,,<0;0;0;0;0;0;0;0>,,
34,120%,,120%,,120%,3,Krookodile,2723,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30306;level=60},,,,,<0;0;0;0;0;0;0;0>,,
35,120%,,120%,,120%,3,Garchomp,2233,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30402;level=60},,,,,<0;0;0;0;0;0;0;0>,,
36,120%,,120%,,120%,3,Gliscor,1032,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30310;level=60},,,,,<0;0;0;0;0;0;0;0>,,
37,120%,,120%,,120%,3,Noivern,3592,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30208;level=60},,,,,<0;0;0;0;0;0;0;0>,,
38,,,,,,4,Lugia,1261,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30407;level=60},,,,,<0;0;0;0;0;0;0;0>,,
39,,,,,,4,Yveltal,3611,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30421;level=60},,,,,<0;0;0;0;0;0;0;0>,,
40,120%,,120%,,120%,3,Tornadus,3191,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30304;level=60},,,,,<0;0;0;0;0;0;0;0>,,
41,,,,,,4,Ho-Oh,1271,,,,,,,,,,,,,,,1.4,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=31301;level=60},{x=124;y=181},,,,<0;0;0;0;0;0;0;0>,,
42,120%,,120%,,120%,3,Mega Pidgeot,54,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,,,,,,<0;0;0;0;0;0;0;0>,,
43,120%,,120%,,120%,3,Mew,771,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=31301;level=60},,,,,<0;0;0;0;0;0;0;0>,,
44,120%,,120%,,120%,3,Mega Alakazam,264,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30304;level=60},,,,,<0;0;0;0;0;0;0;0>,,
45,120%,,120%,,120%,3,Cresselia,2401,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30413;level=60},,,,,<0;0;0;0;0;0;0;0>,,
46,,,,,,4,Necrozma,4101,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30440;level=60},,,,,<0;0;0;0;0;0;0;0>,,
47,,,,,,4,Mewtwo,761,,,,,,,,,,,,,,,2.49,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30401;level=60},{x=188;y=39},,,,<0;0;0;0;0;0;0;0>,,
48,,,,,,4,Jirachi,1991,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30419;level=60},,,,,<0;0;0;0;0;0;0;0>,,
49,75%,,75%,,75%,3,Aegislash Shield Forme,3413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75%,75%,,75%,{advance=7;id=30309;level=60},,,,,<0;0;0;0;0;0;0;0>,,
50,75%,,75%,,75%,3,Mimikyu,3961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75%,75%,,75%,{advance=7;id=30309;level=60},,,,,<0;0;0;0;0;0;0;0>,,
51,75%,,75%,,75%,3,Dusknoir,1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75%,75%,,75%,{advance=7;id=30309;level=60},,,,,<0;0;0;0;0;0;0;0>,,
52,75%,,75%,,75%,3,Mismagius,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75%,75%,,75%,{advance=7;id=30309;level=60},,,,,<0;0;0;0;0;0;0;0>,,
53,60%,,95%,,65%,4,Lunala,4024,,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,,,,,,65%,65%,,65%,{advance=1;id=30437;level=60},{x=106;y=13},,,,<0;0;0;0;0;0;0;0>,,
54,55%,,90%,,60%,4,Shiny Mega Gengar,7021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60%,60%,,60%,{advance=1;id=30438;level=60},,,,,<0;0;0;0;0;0;0;0>,,
55,120%,,120%,,120%,3,Latias,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30419;level=60},,,,,<0;0;0;0;0;0;0;0>,,
56,,,,,120%,4,Kyurem,3241,,,,2000,,,,,,,,,,,1.46,,5000,,,2000,1500,1500,1500,2000,,,,1000,,1000,,,,,,,{advance=7;id=30417;level=60},{x=215;y=138},,,,<0;0;0;0;0;0;0;0>,,
57,120%,,120%,,120%,3,Latios,1951,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30411;level=60},,,,,<0;0;0;0;0;0;0;0>,,
58,,,,,,4,Giratina,2391,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30412;level=60},,,,,<0;0;0;0;0;0;0;0>,,
59,,,,,,4,Rayquaza,1981,,,,,,,,,,,,,,,1.36,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30408;level=60},{x=169;y=22},,,,<0;0;0;0;0;0;0;0>,,
60,,,,,,4,Dialga,2351,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30410;level=60},,,,,<0;0;0;0;0;0;0;0>,,
61,120%,,120%,,120%,3,Zoroark,2822,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30308;level=60},,,,,<0;0;0;0;0;0;0;0>,,
62,,,,,,4,Hoppa Unbound,3642,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30414;level=60},,,,,<0;0;0;0;0;0;0;0>,,
63,,,,,,4,Shiny Mega Tyranitar,7031,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30439;level=60},,,,,<0;0;0;0;0;0;0;0>,,
64,120%,,120%,,120%,3,Mega Houndoom,1173,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30303;level=60},,,,,<0;0;0;0;0;0;0;0>,,
65,,,,,,4,Darkrai,2431,,,,,,,,,,,,,,,1.06,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30405;level=60},{x=108;y=116},,,,<0;0;0;0;0;0;0;0>,,
66,120%,,120%,,120%,3,Absol,1841,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30309;level=60},,,,,<0;0;0;0;0;0;0;0>,,
67,,,,,,4,Melmetal,4172,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30420;level=60},,,,,<0;0;0;0;0;0;0;0>,,
68,,,,,,4,Solgaleo,4023,,,,,,,,,,,,,,,2.05,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30434;level=60},{x=128;y=28},,,,<0;0;0;0;0;0;0;0>,,
69,120%,,120%,,120%,3,Heatran,2371,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30301;level=60},,,,,<0;0;0;0;0;0;0;0>,,
70,,,,,,4,Genesect,3271,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30424;level=60},,,,,<0;0;0;0;0;0;0;0>,,
71,120%,,120%,,120%,3,Mega Aggron,1504,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30301;level=60},,,,,<0;0;0;0;0;0;0;0>,,
72,120%,,120%,,120%,3,Mega Scizor,574,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30313;level=60},,,,,<0;0;0;0;0;0;0;0>,,
73,120%,,120%,,120%,3,Florges,3353,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30317;level=60},,,,,<0;0;0;0;0;0;0;0>,,
74,,,,,,4,Xerneas,3601,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30425;level=60},,,,,<0;0;0;0;0;0;0;0>,,
75,120%,,120%,,120%,3,Primarina,3683,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30304;level=60},,,,,<0;0;0;0;0;0;0;0>,,
76,,,,,,4,Magearna,4111,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30435;level=60},,,,,<0;0;0;0;0;0;0;0>,,
77,,,,,,4,Diancie,3631,,,,,,,,,,,,,,,1.4,,,,,500,1500,1500,1500,1500,,,,,,,,,,,,,{advance=7;id=30406;level=60},{x=109;y=31},,,,<0;0;0;0;0;0;0;0>,,
78,120%,,120%,,120%,3,Mega Gardevoir,1396,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,120%,120%,,120%,{advance=7;id=30406;level=60},,,,,<0;0;0;0;0;0;0;0>,,
79,,,,,,2,Purple Ditto,9001,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,2,,,,,{advance=7;id=30106;level=60},,,,,<8;8;8;8;8;8;8;8>,,
80,,,,,,2,Purple Ditto,9001,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,2,,,,,{advance=7;id=30106;level=60},,,,,<8;8;8;8;8;8;8;8>,,
81,,,,,,2,Purple Ditto,9001,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,2,,,,,{advance=7;id=30106;level=60},,,,,<8;8;8;8;8;8;8;8>,,
82,,,,,200%,3,Orange Ditto,9002,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,2,,,,,{advance=7;id=30106;level=60},,,,,<8;8;8;8;8;8;8;8>,,
83,,,,,500%,4,Red Ditto,9003,,,,,,,,,,,,,,,0.85,,,,,500,1500,1500,1500,1500,,,,,,,,2,,,,,{advance=7;id=30106;level=60},{x=110;y=114},,,,<8;8;8;8;8;8;8;8>,,
84,,,,,200%,3,Orange Ditto,9002,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,2,,,,,{advance=7;id=30106;level=60},,,,,<8;8;8;8;8;8;8;8>,,
85,520%,,520%,,520%,,Sandshrew,101,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,520%,520%,,520%,{advance=7;id=30403;level=60},,,,,<8;8;8;8;8;8;8;8>,,
86,520%,,520%,,520%,,Fearow,72,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,520%,520%,,520%,{advance=7;id=31301;level=60},,,,,<8;8;8;8;8;8;8;8>,,
87,520%,,520%,,520%,,Goldeen,541,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,520%,520%,,520%,{advance=7;id=30404;level=60},,,,,<8;8;8;8;8;8;8;8>,,
88,500%,,500%,,500%,2,Scolipede,2683,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,500%,500%,,500%,{advance=7;id=30412;level=60},,,,,<8;8;8;8;8;8;8;8>,,
89,520%,,520%,,520%,,Caterpie,31,,,,,,,,,,,,,,,0.88,,,,,500,1500,1500,1500,1500,,,,,,,,,520%,520%,,520%,{advance=7;id=30401;level=60},{x=157;y=96},,,,<8;8;8;8;8;8;8;8>,,
90,500%,,500%,,500%,2,Litleo,3341,,,,,,,,,,,,,,,,,,,,500,1500,1500,1500,1500,,,,,,,,,500%,500%,,500%,{advance=7;id=30434;level=60},,,,,<8;8;8;8;8;8;8;8>,,
91,280%,,280%,,300%,2,Spinda,1641,,,,3000,,,,,,,,,,,,,,,,10000,,,,,,,4000,3000,,4000,,,280%,280%,,280%,{advance=7;id=30405;level=60},,,,,<8;8;8;8;8;8;8;8>,,
92,280%,,280%,,300%,2,Squirtle,21,,,,3000,,,,,,,,,,,,,,4000,,,,,2000,,4000,10000,4000,3000,,4000,,,280%,280%,,280%,{advance=7;id=30403;level=60},,,,,<8;8;8;8;8;8;8;8>,,
93,280%,,280%,,300%,2,Minccino,2831,,,,3000,,,,,,,,,,,,,,10000,,,,,,,,,4000,3000,,4000,,,280%,280%,,280%,{advance=7;id=30419;level=60},,,,,<8;8;8;8;8;8;8;8>,,
94,280%,,280%,,300%,2,Emolga,2891,,,,3000,,,,,,,,,,,,,5000,,5000,,,,,,,,4000,3000,,4000,,,280%,280%,,280%,{advance=7;id=30430;level=60},,,,,<8;8;8;8;8;8;8;8>,,
95,300%,,300%,,330%,2,Pikachu,92,,,,9000,,,,,,,,,,,1.21,,,,,,3000,3000,3000,3000,,,6000,5000,,25000,,,300%,300%,,300%,{advance=7;id=30401;level=60},{x=30;y=152},,,,<8;8;8;8;8;8;8;8>,,
96,280%,,280%,,300%,2,Jigglypuff,152,,,,3000,,,,,,,,,,,0.84,,10000,,,,,,,,,,4000,3000,,4000,,,280%,280%,,280%,{advance=7;id=30414;level=60},{x=64;y=135},,,,<8;8;8;8;8;8;8;8>,,
97,,,,,,4,Meloetta Pirouette Forme,3262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30418;level=60},,,,,<8;8;8;8;8;8;8;8>,,
98,,,,,,4,Regigigas,2381,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30409;level=60},{x=95;y=150},,,,<8;8;8;8;8;8;8;8>,,
99,,,,,,4,Red Ditto,9003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,{advance=7;id=30106;level=60},,,,,<8;8;8;8;8;8;8;8>,,
100,120%,,120%,,120%,3,Snorlax,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30301;level=60},,,,,<8;8;8;8;8;8;8;8>,,
101,120%,,120%,,120%,3,Slaking,1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30408;level=60},,,,,<8;8;8;8;8;8;8;8>,,
102,120%,,120%,,120%,3,Blissey,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30317;level=60},,,,,<8;8;8;8;8;8;8;8>,,
103,120%,,120%,,120%,3,Moltres,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30303;level=60},,,,,<8;8;8;8;8;8;8;8>,,
104,,,,,,4,Reshiram,3211,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30415;level=60},{x=19;y=80},,,,<8;8;8;8;8;8;8;8>,,
105,,,,,,4,Victini,2461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30427;level=60},{x=148;y=117},,,,<8;8;8;8;8;8;8;8>,,
106,120%,,120%,,120%,3,Blaziken,1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30315;level=60},,,,,<8;8;8;8;8;8;8;8>,,
107,,,,,,4,Volcanion,3651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30436;level=60},,,,,<8;8;8;8;8;8;8;8>,,
108,120%,,120%,,120%,3,Mega Charizard X,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30310;level=60},,,,,<8;8;8;8;8;8;8;8>,,
109,120%,,120%,,120%,3,Mega Blastoise,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30316;level=60},,,,,<8;8;8;8;8;8;8;8>,,
110,,,,,,4,Kyogre,1961,,,,,,,,,,,,,,,1.59,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30404;level=60},{x=244;y=72},,,,<8;8;8;8;8;8;8;8>,,
111,120%,,120%,,120%,3,Samurott,2493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30303;level=60},,,,,<8;8;8;8;8;8;8;8>,,
112,,,,,,4,Manaphy,2421,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30433;level=60},{x=110;y=115},,,,<8;8;8;8;8;8;8;8>,,
113,,,,,,4,Ash-Greninja,7011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{advance=7;id=30401;level=60},,,,,<8;8;8;8;8;8;8;8>,,
114,120%,,120%,,120%,3,Suicune,1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30305;level=60},,,,,<8;8;8;8;8;8;8;8>,,
115,120%,,120%,,120%,3,Decidueye,3663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120%,120%,,120%,{advance=7;id=30313;level=60},,,,,<8;8;8;8;8;8;8;8>,,
